URL_ID,URL,POSITIVE SCORE,NEGATIVE SCORE,POLARITY SCORE,AVG SENTENCE LENGTH,PERCENTAGE OF COMPLEX WORDS,FOG INDEX,AVG NUMBER OF WORDS PER SENTENCE,PERSONAL PRONOUNS,AVG WORD LENGTH
blackassign0011,https://insights.blackcoffer.com/rise-of-internet-demand-and-its-impact-on-communications-and-alternatives-by-the-year-2035/,67.0,20.0,0.5402308850574713,25.47887323943662,23.548922056384743,19.611118118328548,25.47887323943662,5.0,5.37534549474848
blackassign0012,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-3-2/,83.0,24.0,0.5514028691588785,25.525,14.887365328109697,16.164946131243877,25.525,4.0,5.234573947110676
blackassign0013,https://insights.blackcoffer.com/rise-of-e-health-and-its-impact-on-humans-by-the-year-2030/,45.0,14.0,0.5254247288135594,30.75,19.16376306620209,19.96550522648084,30.75,5.0,5.204413472706156
blackassign0014,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030-2/,30.0,27.0,0.05263257894736842,21.028985507246375,17.436250861474846,15.38609454748849,21.028985507246375,6.0,5.042729152308753
blackassign0015,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2/,42.0,27.0,0.21739230434782608,25.672131147540984,16.47509578544061,16.858890773192638,25.672131147540984,9.0,5.100255427841635
blackassign0016,https://insights.blackcoffer.com/rise-of-telemedicine-and-its-impact-on-livelihood-by-2040-2-2/,41.0,27.0,0.20588335294117646,25.540983606557376,16.49550706033376,16.814596266756457,25.540983606557376,9.0,5.101412066752246
blackassign0017,https://insights.blackcoffer.com/rise-of-chatbots-and-its-impact-on-customer-support-by-the-year-2040/,56.0,12.0,0.6470598235294118,22.515151515151516,16.756393001345895,15.708617806598966,22.515151515151516,4.0,5.103633916554509
blackassign0018,https://insights.blackcoffer.com/rise-of-e-health-and-its-imapct-on-humans-by-the-year-2030/,36.0,10.0,0.5652183913043478,30.574468085106382,18.719554627696592,19.71760908512119,30.574468085106382,4.0,5.072372999304106
blackassign0019,https://insights.blackcoffer.com/how-does-marketing-influence-businesses-and-consumers/,64.0,6.0,0.8285724285714287,21.316831683168317,17.55689735253135,15.549491614279868,21.316831683168317,7.0,4.880631676730144
blackassign0020,https://insights.blackcoffer.com/how-advertisement-increase-your-market-value/,12.0,0.0,1.000001,28.133333333333333,15.758293838862558,17.556650868878357,28.133333333333333,6.0,4.934834123222749
blackassign0021,https://insights.blackcoffer.com/negative-effects-of-marketing-on-society/,28.0,49.0,-0.27272627272727273,24.927272727272726,19.693654266958426,17.848370797692464,24.927272727272726,8.0,5.086068563092633
blackassign0022,https://insights.blackcoffer.com/how-advertisement-marketing-affects-business/,18.0,10.0,0.28571528571428567,21.548387096774192,17.365269461077844,15.565462623140816,21.548387096774192,7.0,4.847305389221557
blackassign0023,https://insights.blackcoffer.com/rising-it-cities-will-impact-the-economy-environment-infrastructure-and-city-life-by-the-year-2035/,33.0,16.0,0.34693977551020405,26.136363636363637,13.797101449275361,15.9733860342556,26.136363636363637,9.0,4.732173913043479
blackassign0024,https://insights.blackcoffer.com/rise-of-ott-platform-and-its-impact-on-entertainment-industry-by-the-year-2030/,27.0,3.0,0.8000010000000001,37.5,16.606060606060606,21.642424242424244,37.5,3.0,4.9406060606060604
blackassign0025,https://insights.blackcoffer.com/rise-of-electric-vehicles-and-its-impact-on-livelihood-by-2040/,24.0,11.0,0.3714295714285714,51.666666666666664,11.75627240143369,25.369175627240143,51.666666666666664,8.0,4.493906810035842
blackassign0026,https://insights.blackcoffer.com/rise-of-electric-vehicle-and-its-impact-on-livelihood-by-the-year-2040/,25.0,16.0,0.21951319512195122,27.108695652173914,15.637530072173217,17.09849028973885,27.108695652173914,3.0,4.764234161988773
blackassign0027,https://insights.blackcoffer.com/oil-prices-by-the-year-2040-and-how-it-will-impact-the-world-economy/,28.0,27.0,0.018182818181818182,29.75862068965517,11.645422943221321,16.5616174531506,29.75862068965517,29.0,4.349942062572421
blackassign0028,https://insights.blackcoffer.com/an-outlook-of-healthcare-by-the-year-2040-and-how-it-will-impact-human-lives/,37.0,26.0,0.1746041746031746,34.11363636363637,15.656229180546303,19.90794621767307,34.11363636363637,11.0,4.8587608261159225
blackassign0029,https://insights.blackcoffer.com/ai-in-healthcare-to-improve-patient-outcomes/,72.0,34.0,0.3584915660377358,28.987179487179485,18.885448916408667,19.149051361435262,28.987179487179485,6.0,5.218487394957983
blackassign0030,https://insights.blackcoffer.com/what-if-the-creation-is-taking-over-the-creator/,67.0,38.0,0.2761914761904762,21.413793103448278,12.506709608158884,13.568201084642865,21.413793103448278,9.0,4.396135265700483
blackassign0031,https://insights.blackcoffer.com/what-jobs-will-robots-take-from-humans-in-the-future/,69.0,37.0,0.30188779245283015,23.955555555555556,17.67161410018553,16.650867862296433,23.955555555555556,5.0,4.930890538033395
blackassign0032,https://insights.blackcoffer.com/will-machine-replace-the-human-in-the-future-of-work/,75.0,28.0,0.4563116796116505,20.757575757575758,13.62530413625304,13.753151957531522,20.757575757575758,22.0,4.517761557177615
blackassign0033,https://insights.blackcoffer.com/will-ai-replace-us-or-work-with-us/,65.0,26.0,0.4285724285714285,25.88235294117647,14.363636363636365,16.098395721925137,25.88235294117647,23.0,4.662727272727273
blackassign0034,https://insights.blackcoffer.com/man-and-machines-together-machines-are-more-diligent-than-humans-blackcoffe/,54.0,25.0,0.3670896075949367,24.34285714285714,13.556338028169016,15.159678068410464,24.34285714285714,25.0,4.572769953051643
blackassign0035,https://insights.blackcoffer.com/in-future-or-in-upcoming-years-humans-and-machines-are-going-to-work-together-in-every-field-of-work/,34.0,12.0,0.4782618695652174,20.48076923076923,15.11737089201878,14.239256049115205,20.48076923076923,9.0,4.691079812206572
blackassign0036,https://insights.blackcoffer.com/how-neural-networks-can-be-applied-in-various-areas-in-the-future/,,,,,,,,,
blackassign0037,https://insights.blackcoffer.com/how-machine-learning-will-affect-your-business/,43.0,13.0,0.5357152857142857,24.261904761904763,12.365063788027477,14.650787419972898,24.261904761904763,4.0,4.562315996074583
blackassign0038,https://insights.blackcoffer.com/deep-learning-impact-on-areas-of-e-learning/,70.0,43.0,0.23893905309734514,30.195402298850574,14.160639512752187,17.742416724641107,30.195402298850574,14.0,4.561476969927674
blackassign0039,https://insights.blackcoffer.com/how-to-protect-future-data-and-its-privacy-blackcoffer/,54.0,71.0,-0.135999,24.027522935779817,13.211149293623519,14.895468891761334,24.027522935779817,2.0,4.4597174494081715
blackassign0040,https://insights.blackcoffer.com/how-machines-ai-automations-and-robo-human-are-effective-in-finance-and-banking/,42.0,24.0,0.2727282727272727,24.0625,17.792207792207794,16.741883116883116,24.0625,12.0,5.080519480519481
blackassign0041,https://insights.blackcoffer.com/ai-human-robotics-machine-future-planet-blackcoffer-thinking-jobs-workplace/,35.0,29.0,0.093751,18.625,14.338010982306285,13.185204392922515,18.625,8.0,4.531421598535693
blackassign0042,https://insights.blackcoffer.com/how-ai-will-change-the-world-blackcoffer/,68.0,24.0,0.4782618695652174,30.220588235294116,13.138686131386862,17.343709746672392,30.220588235294116,24.0,4.649148418491484
blackassign0043,https://insights.blackcoffer.com/future-of-work-how-ai-has-entered-the-workplace/,80.0,24.0,0.5384625384615385,24.941176470588236,15.80188679245283,16.297225305216426,24.941176470588236,16.0,4.702830188679245
blackassign0044,https://insights.blackcoffer.com/ai-tool-alexa-google-assistant-finance-banking-tool-future/,34.0,0.0,1.000001,30.0,17.05128205128205,18.82051282051282,30.0,2.0,5.001282051282051
blackassign0045,https://insights.blackcoffer.com/ai-healthcare-revolution-ml-technology-algorithm-google-analytics-industrialrevolution/,86.0,39.0,0.376001,148.42857142857142,12.800769971126083,64.491736559879,148.42857142857142,18.0,4.6660250240615975
blackassign0046,https://insights.blackcoffer.com/all-you-need-to-know-about-online-marketing/,30.0,0.0,1.000001,21.46551724137931,17.188755020080322,15.461708904583853,21.46551724137931,2.0,4.815261044176707
blackassign0047,https://insights.blackcoffer.com/evolution-of-advertising-industry/,21.0,6.0,0.5555565555555556,23.511627906976745,21.364985163204746,17.9506452280726,23.511627906976745,3.0,4.998021760633036
blackassign0048,https://insights.blackcoffer.com/how-data-analytics-can-help-your-business-respond-to-the-impact-of-covid-19/,9.0,6.0,0.200001,39.357142857142854,20.689655172413794,24.01871921182266,39.357142857142854,4.0,5.221415607985481
blackassign0049,https://insights.blackcoffer.com/covid-19-environmental-impact-for-the-future/,,,,,,,,,
blackassign0050,https://insights.blackcoffer.com/environmental-impact-of-the-covid-19-pandemic-lesson-for-the-future/,30.0,69.0,-0.39393839393939395,30.350877192982455,15.144508670520231,18.198154345401075,30.350877192982455,4.0,4.811560693641619
blackassign0051,https://insights.blackcoffer.com/how-data-analytics-and-ai-are-used-to-halt-the-covid-19-pandemic/,23.0,16.0,0.1794881794871795,31.53125,16.35282457879088,19.15362983151635,31.53125,6.0,4.835480673934589
blackassign0052,https://insights.blackcoffer.com/difference-between-artificial-intelligence-machine-learning-statistics-and-data-mining/,66.0,39.0,0.2571438571428571,20.94736842105263,15.36850921273032,14.52635105351318,20.94736842105263,12.0,4.582077051926298
blackassign0053,https://insights.blackcoffer.com/how-python-became-the-first-choice-for-data-science/,47.0,4.0,0.8431382549019608,19.313725490196077,14.923857868020304,13.695033343286553,19.313725490196077,6.0,4.85989847715736
blackassign0054,https://insights.blackcoffer.com/how-google-fit-measure-heart-and-respiratory-rates-using-a-phone/,9.0,1.0,0.8000010000000001,28.043478260869566,12.093023255813954,16.05460060667341,28.043478260869566,2.0,4.755038759689922
blackassign0055,https://insights.blackcoffer.com/what-is-the-future-of-mobile-apps/,35.0,9.0,0.590910090909091,27.79245283018868,12.763068567549219,16.22220855909516,27.79245283018868,6.0,4.540393754243041
blackassign0056,https://insights.blackcoffer.com/impact-of-ai-in-health-and-medicine/,30.0,9.0,0.5384625384615385,35.64,18.74298540965208,21.753194163860833,35.64,3.0,5.1099887766554435
blackassign0057,https://insights.blackcoffer.com/telemedicine-what-patients-like-and-dislike-about-it/,23.0,11.0,0.35294217647058823,19.636363636363637,13.271604938271606,13.163187429854098,19.636363636363637,3.0,4.8657407407407405
blackassign0058,https://insights.blackcoffer.com/how-we-forecast-future-technologies/,11.0,1.0,0.8333343333333334,23.4,20.22792022792023,17.451168091168093,23.4,5.0,5.378917378917379
blackassign0059,https://insights.blackcoffer.com/can-robots-tackle-late-life-loneliness/,28.0,38.0,-0.15151415151515152,18.338709677419356,12.48900615655233,12.331086333588676,18.338709677419356,23.0,4.411609498680739
blackassign0060,https://insights.blackcoffer.com/embedding-care-robots-into-society-socio-technical-considerations/,19.0,3.0,0.7272737272727273,34.45454545454545,16.358839050131927,20.325353801870953,34.45454545454545,3.0,5.3403693931398415
blackassign0061,https://insights.blackcoffer.com/management-challenges-for-future-digitalization-of-healthcare-services/,50.0,20.0,0.4285724285714285,24.919354838709676,19.41747572815534,17.734732226746008,24.919354838709676,2.0,5.1980582524271846
blackassign0062,https://insights.blackcoffer.com/are-we-any-closer-to-preventing-a-nuclear-holocaust/,15.0,19.0,-0.11764605882352941,32.458333333333336,18.35686777920411,20.32608044501498,32.458333333333336,13.0,4.86392811296534
blackassign0063,https://insights.blackcoffer.com/will-technology-eliminate-the-need-for-animal-testing-in-drug-development/,27.0,37.0,-0.156249,24.925925925925927,15.89895988112927,16.32995432282208,24.925925925925927,11.0,4.7303120356612185
blackassign0064,https://insights.blackcoffer.com/will-we-ever-understand-the-nature-of-consciousness/,30.0,50.0,-0.249999,27.46153846153846,18.860877684407097,18.52896645837822,27.46153846153846,20.0,4.838935574229692
blackassign0065,https://insights.blackcoffer.com/will-we-ever-colonize-outer-space/,49.0,23.0,0.3611121111111111,28.283783783783782,12.183468705207835,16.18690099559665,28.283783783783782,23.0,4.510272336359293
blackassign0066,https://insights.blackcoffer.com/what-is-the-chance-homo-sapiens-will-survive-for-the-next-500-years/,40.0,25.0,0.23077023076923078,21.823529411764707,11.69811320754717,13.408657047724752,21.823529411764707,22.0,4.450673854447439
blackassign0067,https://insights.blackcoffer.com/why-does-your-business-need-a-chatbot/,33.0,7.0,0.650001,17.73134328358209,10.606060606060606,11.334961555857078,17.73134328358209,3.0,4.354377104377105
blackassign0068,https://insights.blackcoffer.com/how-you-lead-a-project-or-a-team-without-any-technical-expertise/,50.0,8.0,0.7241389310344828,26.63235294117647,11.871893981225842,15.401698768960927,26.63235294117647,6.0,4.207067918277195
blackassign0069,https://insights.blackcoffer.com/can-you-be-great-leader-without-technical-expertise/,38.0,8.0,0.6521749130434783,39.388888888888886,15.373765867418902,21.905061902523116,39.388888888888886,10.0,4.5275035260930885
blackassign0070,https://insights.blackcoffer.com/how-does-artificial-intelligence-affect-the-environment/,45.0,17.0,0.4516139032258064,27.34722222222222,14.829862874555614,16.870834038711134,27.34722222222222,10.0,4.747079735906552
blackassign0071,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes-2/,32.0,78.0,-0.4181808181818182,17.285714285714285,11.49511645379414,11.51233229580337,17.285714285714285,15.0,4.361382419233659
blackassign0072,https://insights.blackcoffer.com/is-perfection-the-greatest-enemy-of-productivity/,72.0,26.0,0.4693887551020408,18.50602409638554,10.807291666666668,11.725326305220884,18.50602409638554,7.0,4.28125
blackassign0073,https://insights.blackcoffer.com/global-financial-crisis-2008-causes-effects-and-its-solution/,34.0,47.0,-0.16049282716049382,31.125,12.382864792503346,17.40314591700134,31.125,6.0,4.685408299866131
blackassign0074,https://insights.blackcoffer.com/gender-diversity-and-equality-in-the-tech-industry/,35.0,28.0,0.1111121111111111,21.69047619047619,16.355653128430298,15.218451727562595,21.69047619047619,11.0,4.7069154774972555
blackassign0075,https://insights.blackcoffer.com/how-to-overcome-your-fear-of-making-mistakes/,32.0,86.0,-0.4576261186440678,17.048780487804876,11.444921316165951,11.397480721588332,17.048780487804876,17.0,4.377682403433476
blackassign0076,https://insights.blackcoffer.com/how-small-business-can-survive-the-coronavirus-crisis/,46.0,38.0,0.09523909523809523,32.96551724137931,12.918410041841005,18.353570913288127,32.96551724137931,8.0,4.557531380753138
blackassign0077,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors-and-food-stalls/,29.0,13.0,0.3809533809523809,42.92,14.911463187325255,23.132585274930104,42.92,3.0,4.8900279589934765
blackassign0078,https://insights.blackcoffer.com/impacts-of-covid-19-on-vegetable-vendors/,38.0,26.0,0.187501,39.30769230769231,14.742335290280495,21.620011039189123,39.30769230769231,3.0,4.942596216568819
blackassign0079,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-tourism-aviation-industries/,39.0,50.0,-0.12359450561797752,27.710526315789473,14.719848053181387,16.972149747588343,27.710526315789473,8.0,4.688983855650522
blackassign0080,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-sports-events-around-the-world/,43.0,16.0,0.45762811864406777,20.885,9.31290399808475,12.0791615992339,20.885,4.0,4.414891070146038
blackassign0081,https://insights.blackcoffer.com/changing-landscape-and-emerging-trends-in-the-indian-it-ites-industry/,40.0,49.0,-0.10112259550561797,24.568181818181817,13.783533765032377,15.340686233285679,24.568181818181817,14.0,4.712303422756706
blackassign0082,https://insights.blackcoffer.com/online-gaming-adolescent-online-gaming-effects-demotivated-depression-musculoskeletal-and-psychosomatic-symptoms/,33.0,73.0,-0.3773574905660378,29.904761904761905,18.630573248407643,19.41413406126782,29.904761904761905,2.0,5.091295116772824
blackassign0083,https://insights.blackcoffer.com/human-rights-outlook/,8.0,3.0,0.4545464545454545,38.36363636363637,17.77251184834123,22.454459284791042,38.36363636363637,7.0,5.007109004739337
blackassign0084,https://insights.blackcoffer.com/how-voice-search-makes-your-business-a-successful-business/,39.0,5.0,0.7727282727272727,28.46938775510204,11.469534050179211,15.975568722112502,28.46938775510204,6.0,4.479569892473118
blackassign0085,https://insights.blackcoffer.com/how-the-covid-19-crisis-is-redefining-jobs-and-services/,43.0,35.0,0.10256510256410256,17.50793650793651,14.233907524932004,12.696737613147405,17.50793650793651,8.0,4.577062556663645
blackassign0086,https://insights.blackcoffer.com/how-to-increase-social-media-engagement-for-marketers/,59.0,18.0,0.5324685324675325,22.690721649484537,13.948205361199456,14.655570804273598,22.690721649484537,7.0,4.603816447069514
blackassign0087,https://insights.blackcoffer.com/impacts-of-covid-19-on-streets-sides-food-stalls/,34.0,35.0,-0.014491753623188407,28.32,13.27683615819209,16.638734463276837,28.32,5.0,4.659604519774011
blackassign0088,https://insights.blackcoffer.com/coronavirus-impact-on-energy-markets-2/,22.0,46.0,-0.3529401764705883,34.01587301587302,17.498833411105927,20.60588257079158,34.01587301587302,3.0,4.910405972935138
blackassign0089,https://insights.blackcoffer.com/coronavirus-impact-on-the-hospitality-industry-5/,26.0,45.0,-0.2676046338028169,23.867924528301888,15.256916996047432,15.64993660973973,23.867924528301888,6.0,4.726482213438735
blackassign0090,https://insights.blackcoffer.com/lessons-from-the-past-some-key-learnings-relevant-to-the-coronavirus-crisis-4/,42.0,49.0,-0.07692207692307693,20.413333333333334,13.585891574134553,13.599689962987156,20.413333333333334,39.0,4.547354670150229
blackassign0091,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-2/,32.0,28.0,0.06666766666666667,35.02564102564103,15.446559297218155,20.188880129143673,35.02564102564103,14.0,4.7745241581259155
blackassign0092,https://insights.blackcoffer.com/estimating-the-impact-of-covid-19-on-the-world-of-work-3/,30.0,44.0,-0.1891881891891892,28.423728813559322,15.742397137745975,17.666450380522118,28.423728813559322,6.0,4.850327966607036
blackassign0093,https://insights.blackcoffer.com/travel-and-tourism-outlook/,8.0,4.0,0.3333343333333333,31.307692307692307,13.513513513513514,17.92848232848233,31.307692307692307,4.0,4.54054054054054
blackassign0094,https://insights.blackcoffer.com/gaming-disorder-and-effects-of-gaming-on-health/,39.0,53.0,-0.15217291304347827,21.823529411764707,12.93800539083558,13.904613921040117,21.823529411764707,15.0,4.510781671159029
blackassign0095,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation/,14.0,26.0,-0.299999,23.81578947368421,13.480662983425415,14.91858098284385,23.81578947368421,6.0,4.626519337016575
blackassign0096,https://insights.blackcoffer.com/what-is-the-repercussion-of-the-environment-due-to-the-covid-19-pandemic-situation-2/,34.0,57.0,-0.25274625274725276,27.568627450980394,19.41678520625889,18.79416506289571,27.568627450980394,4.0,5.023470839260313
blackassign0097,https://insights.blackcoffer.com/impact-of-covid-19-pandemic-on-office-space-and-co-working-industries/,27.0,35.0,-0.12903125806451612,33.80487804878049,13.492063492063492,18.918776616337592,33.80487804878049,8.0,4.476190476190476
blackassign0098,https://insights.blackcoffer.com/contribution-of-handicrafts-visual-arts-literature-in-the-indian-economy/,11.0,3.0,0.5714295714285714,47.38461538461539,21.428571428571427,27.525274725274727,47.38461538461539,2.0,5.189935064935065
blackassign0099,https://insights.blackcoffer.com/how-covid-19-is-impacting-payment-preferences/,24.0,3.0,0.7777787777777778,27.454545454545453,13.57615894039735,16.412281757977123,27.454545454545453,6.0,4.714128035320089
blackassign0100,https://insights.blackcoffer.com/how-will-covid-19-affect-the-world-of-work-2/,40.0,58.0,-0.1836724693877551,41.64705882352941,17.443502824858754,23.636224659355268,41.64705882352941,5.0,4.9357344632768365
